id,favorite_count,retweet_count
590148196682362880,0,1
590158460593004544,1,0
590157954856443905,1,0
590093217724497921,1,3
590127263921938432,0,1
590093898887929856,1,0
590154171766198273,4,3
590097980985909248,0,0
590154750383026177,15,11
590138618922061825,2,0
590093908715143168,0,0
590155752934940672,2,3
590093723972849665,6,0
590152213256871936,0,0
590132436392022016,0,0
590149046330912768,0,0
590094300337336320,2,1
590098494834245632,0,0
590149848864796673,0,0
590138937227739136,2,0
590098220904292353,3,0
590093288587272192,0,0
590126095489368065,1,0
590151483263426560,0,0
590130577937948673,0,0
590096279839059968,2,1
590136936582479872,1,0
590147660969029632,0,0
590094951318495232,0,0
590135062684827648,3,0
590134454036856832,0,0
590129773797584896,0,0
590132311393468416,1,0
590130255790284800,0,0
590097724172800000,0,0
590126258656321536,1,0
590094286026321920,0,0
590097522137423872,4,2
590149019118231552,1,0
590131145544728576,0,0
590130326275522561,1,0
590097008771358720,0,0
590137509742514177,0,0
590126732193226752,1,0
590136419617742848,1,0
590129983420559360,0,0
590122243172237312,2,2
590125364195766272,1,0
590158566482411521,3,0
590132499076030464,0,0
590153669309558784,0,0
590097366822342656,1,1
590096042911211520,0,0
590104584850432000,0,0
590121727025401856,1,2
590156157458714624,0,1
590096002838884352,2,0
590126499375816704,0,0
590130293631283201,0,1
590148133704835072,1,0
590098075659689984,0,0
590124821922631681,0,0
590135249818021888,1,0
590140387613929473,2,1
590138794894032896,1,0
590139575395344384,1,0
590098620919259136,0,0
590144785324834817,0,0
590091706768433153,8,21
590124559166283776,2,0
590147706175299584,0,0
590097005764091904,0,0
590128460447748097,0,0
590095705492041728,1,1
590092450024271872,5,0
590092885334347776,1,2
590131882215530498,2,0
590130164861919232,0,0
590095425165746177,3,3
590136165967233025,0,0
590133296455098368,4,2
590157186069897216,0,0
590148286893416450,1,0
590095922538897408,1,0
590154200455196672,0,0
590135645026267136,2,0
590147285042012160,0,0
590149404511862784,1,0
590096606101372928,4,5
590155751311704067,1,0
590095321381871616,2,0
590156627485007872,0,2
590133074681319424,0,0
590096879603609600,1,1
590096324802060288,0,0
590419891175301120,0,1
590401916254953473,4,0
590165131331563520,2,4
590162346347208704,1,1
590425831782100992,0,0
590426027886845953,0,0
590424827565047811,5,5
590375894331490304,1,2
590159716359213057,0,0
590165616473997312,2,0
590426043942600704,0,0
590160033775759360,1,0
590178057207570432,2,0
590168371456516096,1,1
590207706775982080,0,0
590425637179027456,1,0
590423619458568193,0,1
590169827064602625,0,0
590265834582441984,0,0
590162061130395648,1,0
590361078028050432,0,1
590162403947651072,1,0
590169114477465601,0,0
590234555803508736,6,0
590419277913710592,0,0
590162750904631296,1,0
590428146010230785,1,0
590425627204984832,0,0
590167270091051008,2,0
590168771886718977,0,1
590260718047514624,0,0
590425584880193537,0,0
590428427129384960,0,0
590269306534920192,5,4
590261062429212673,0,0
590188175194206208,1,0
590356603515359232,1,0
590423038056738816,1,0
590400867460853762,4,0
590159331854835712,2,0
590419289196388352,0,0
590159061116661761,0,0
590427479904559104,6,4
590160102277128192,0,0
590419563898138624,2,0
590201746133225473,1,0
590427128962789376,2,0
590197856541224962,4,1
590426821256093697,2,2
590167865887625216,3,0
590418839260815360,0,0
590419201376067585,1,0
590236912402706432,1,0
590421049495441408,1,0
590426659557396480,2,1
590427336463421440,0,0
590166600604635136,6,3
590246402292350977,1,0
590180455095275523,4,0
590427354800992256,1,0
590166398070054913,1,0
590411079911505920,2,0
590424623688331264,1,0
590168055545778177,1,0
590162920631361536,0,0
590220045306892289,2,0
590427859803582464,2,2
590426595208208384,1,0
590419143209398272,1,0
590423596192948224,0,0
590160839556083713,2,2
590165227364311040,0,0
590216150585364481,2,0
590170180040445952,4,1
590238058919960576,0,0
590218223586562048,0,0
590161439500951552,0,1
590425702870216704,6,1
590164271021035520,3,2
590176005655900160,0,0
590409689894150144,1,0
590164008386355200,0,1
590426939107708928,2,3
590424524556001280,0,0
590419711369867265,0,1
590425687800074240,1,0
590244786453536768,1,1
590424716151640065,1,2
590161133308358656,1,0
590421832433532929,1,1
590246324093657089,0,0
590424332851159040,0,0
590169157175549953,0,0
590159383901949952,0,0
590427096658350080,2,0
590162723574517760,0,0
590163689812013056,3,0
590449612269477888,0,1
590449359625580544,1,2
590451133992185856,0,0
590445531056377856,0,0
590447892189577217,0,0
590447150452109312,0,0
590455356096126976,1,0
590451310148898816,0,1
590453813959589889,0,0
590455023995330560,0,0
590449369805099008,7,3
590429119885750272,1,0
590429709898358784,1,0
590430588378730497,6,5
590447419416047616,4,3
590443400488419328,0,3
590454097196679168,1,0
590450421895983104,1,2
590441262085472256,3,2
590450124976959488,5,4
590452105913171968,0,1
590455538984583168,0,0
590449889751928833,1,1
590446959015624704,1,0
590430340130295808,1,1
590432513522278401,1,0
590441296671703040,1,1
590450332087508992,3,2
590450798129246208,3,0
590452637545422848,0,0
590441886193684481,0,2
590430410355699712,0,0
590440914335596544,0,0
590451614860840960,0,0
590448753590566912,0,0
590450371409027072,5,1
590444678601932800,1,0
590447239190818816,2,2
590448601333137408,1,0
590445731758084096,6,1
590447938209505280,2,0
590444676991291392,3,2
590433766566404097,1,0
590440968366727168,0,0
590430744511520770,1,0
590445109583446016,1,2
590449443402559490,2,3
590431741883588609,0,2
590434608577191937,10,3
590449928951980032,1,2
590431448844394496,0,2
590432601904648192,1,0
590441955097780225,1,0
590449087562047488,0,0
590446849766621185,1,0
590456760680472576,1,0
590429719423750144,0,0
590440977673879553,3,1
590447879409500160,0,0
590448311481593856,0,2
590430769472008192,0,1
590445998733991938,0,0
590454409630388224,0,0
590430984451055616,2,1
590442254243868672,0,0
590431055615635457,8,2
590448231529742336,0,0
590455227158892545,1,0
590453914421616640,7,1
590443940400254976,1,0
590452362185199616,2,1
590432114824318976,5,1
590446129080307712,0,0
590429729854980096,8,6
590441325230759936,2,0
590445963501772800,0,0
590430857606909952,1,0
590431271228149760,0,0
590446591208718336,0,1
590454303560757248,0,0
590452076699852800,2,1
590450838117560320,0,0
590432394706026496,0,0
590454894823342080,0,1
590432113687597058,1,4
590452673259831296,2,0
590442903362736128,2,0
590431442557108224,3,3
590445360121774080,0,0
590444125176008704,0,0
590454038812094464,4,3
590451246923931648,0,0
590442688928952321,1,0
590450584429420544,3,3
590454591432568832,0,0
590446851142258689,0,1
590442472955863040,1,2
590432747891662848,2,1
590513467196506113,4,1
590498704857010176,0,0
590501278029127680,0,2
590462882258771969,1,0
590498569402130432,2,0
590460802735468545,0,0
590460290514481152,1,0
590460653183377408,0,2
590459245914619904,1,0
590504737277145088,3,0
590456810353528833,2,4
590521488437940225,7,2
590464611536764928,3,1
590525737402236928,0,0
590528275023319041,1,1
590459557798944768,0,0
590493461469618176,0,0
590488665178124288,1,0
590511629634252800,2,0
590494081769418752,5,0
590463086827544576,0,0
590462470440890368,0,0
590533103690584065,2,0
590462599470272514,2,0
590462962336432128,4,3
590485236955422720,0,1
590504388013076480,2,4
590456766523117569,2,1
590490156114771968,3,2
590508285725265920,0,1
590471760342024193,3,0
590460215470006272,1,1
590491637589086209,1,1
590456957028433920,0,0
590460189037342721,2,0
590464852319023104,1,1
590517166514036736,1,0
590496298605924352,0,1
590458850140155904,0,0
590459378127478787,1,0
590485643735642113,0,1
590460412216352768,0,0
590462075719192576,1,2
590525381494624256,1,0
590488264462749696,1,0
590479874940362752,0,0
590495356393238528,0,0
590513274283786241,9,0
590457758949969920,2,0
590501164178870272,17,3
590460568668102656,0,0
590499683140825088,4,0
590496293136498688,2,1
590459729953968128,3,1
590462702658658304,0,0
590485858060476417,2,0
590468561904218113,1,1
590493834917912576,4,1
590524040848211969,0,0
590464324461862913,0,1
590524314400727040,0,0
590487463854002177,0,0
590462525940043777,1,0
590535143670046720,1,0
590462216337502208,2,0
590458503090810881,2,0
590523175185821697,0,0
590516778964537346,2,0
590488785009430528,2,0
590465149145874432,0,0
590532156289638400,2,1
590491759513362432,0,0
590462135890771968,0,1
590516008730894336,1,1
590486812570873856,0,0
590489395314196480,1,0
590457366304423936,0,0
590486228564369408,0,0
590499579059118081,0,0
590463406882299904,0,0
590460714617147392,3,1
590488076381724672,0,0
590495320636723200,0,0
590528624505266176,1,1
590457481328988160,1,0
590464814343815168,0,1
590486448715014146,1,0
590503531154698240,3,2
590457089010507776,0,0
590456925306888192,0,1
590512862709338112,1,1
590458039917903872,0,1
590458859665371136,1,0
590461226737631232,4,2
590459480904749056,0,1
590464549188460544,1,1
590502184141398017,0,0
590502982396944384,0,2
590784265798995968,0,0
590535740234342400,6,0
590783718123528192,0,1
590788995875020800,1,1
590784021635932160,0,0
590788685869744129,0,0
590573913328984065,2,0
590591399826956288,4,0
590793288279576576,2,0
590793165348605953,0,0
590782275048054786,4,0
590784865202741248,0,0
590541775623876609,2,0
590795042182328321,0,0
590793742514262016,0,0
590600640138764291,4,0
590612514628628481,2,3
590599957427724289,0,0
590797281521225728,0,0
590782521593483267,1,1
590793007391211520,0,0
590786813607997440,4,10
590618298288570369,3,0
590793961909964800,1,0
590787883960815616,1,3
590566571245969408,1,0
590782543017934848,0,0
590786743663775744,0,0
590580390957604865,1,0
590653267509694464,1,0
590787321668177921,1,2
590584499026690048,0,0
590786231526629376,1,0
590796603746816000,0,0
590788373738086400,1,0
590786772956741632,0,0
590788456944640000,0,0
590778181650685952,0,0
590795918162718721,4,0
590787196933701632,0,0
590540242404380672,0,0
590783326673330176,1,0
590558124408471552,3,4
590541694250184705,1,0
590789400637919232,2,1
590797342212763648,0,0
590591030967271424,0,0
590788035605884928,0,0
590793846361055232,0,0
590795363335929856,0,0
590567010817409025,0,0
590794991976505344,0,0
590781360949846016,5,1
590788733860982784,2,1
590641729814036483,1,0
590798135804481536,2,1
590791419360636929,1,0
590784943363649536,0,2
590545117666271232,0,0
590539927894503424,0,1
590794270983991296,5,0
590790412115251201,2,0
590771089548115969,3,0
590793192586477569,4,3
590791849092198400,0,0
590791593327779840,0,0
590785424840400896,0,1
590595916865921026,1,0
590783604365647873,1,0
590788993387724800,2,0
590792653471617024,1,0
590632738908217347,0,0
590636440893136896,5,2
590787245323460608,0,0
590599189022801922,5,1
590542046815002624,1,2
590786022004367360,0,0
590789402584055808,1,1
590792849756725248,1,0
590795513823420416,0,0
590792261279076352,0,2
590797997069488128,0,0
590680598324387840,0,0
590780982053249024,1,0
590787831473274880,1,1
590790818698493952,3,0
590788753385455617,1,0
590641355145289728,0,0
590791318957350912,4,2
590535281415213056,0,0
590564144610418689,8,4
590638122536435715,2,1
590783853876379648,3,0
590789131141308416,0,0
590799806555107329,0,0
590805947146199040,0,0
590824784814026753,1,0
590825961530249216,2,1
590811825396129792,3,1
590823757574471680,0,0
590808765278121984,1,0
590806824007368704,0,1
590814742509391872,0,0
590824219509940225,2,3
590806907880919040,0,3
590799602749677568,1,0
590802555380314112,5,0
590812135418163200,2,2
590811675797884928,1,0
590799631384195072,3,3
590818213946077184,1,0
590807833089835008,0,0
590825494729359361,1,0
590826663774126080,0,0
590809694836494336,2,1
590807088777027584,0,1
590826387902230528,0,4
590824440201682944,3,0
590799262616838144,0,0
590825528095027201,0,0
590823031997628417,0,0
590825443449823232,1,2
590813086229127168,0,0
590824083471933440,1,0
590815198073724929,2,1
590816286109736960,0,0
590815196995842048,0,0
590800250044030976,0,0
590811195575238656,3,2
590826133907759104,2,1
590813290877558784,2,0
590807783034990592,2,0
590824311566524416,2,0
590822114061643776,0,0
590817845417771009,2,0
590826692056350720,1,0
590811973123702786,5,1
590814631133872128,4,0
590823544176693248,0,0
590808350599815168,4,6
590812872999047169,1,0
590824491015602177,3,2
590825502132281344,0,1
590801490182336513,0,0
590810293187522560,4,6
590807338480709633,2,0
590825417487048704,1,0
590822505377624064,2,1
590820111604387841,3,2
590825070173511680,0,2
590805694523248642,8,3
590825618352275456,2,0
590815414566920192,0,0
590816140898729984,0,0
590818846640046080,9,2
590816414497435648,0,0
590815603419652096,0,0
590811147823099904,0,0
590826425202114560,0,0
590810751318765568,3,1
590820379075207168,0,2
590824241723002880,1,3
590817943778414592,6,6
590805692845596672,2,0
590805952045125632,0,0
590826758074671104,1,0
590815900950994944,1,0
590816084955156480,0,1
590825745800376321,1,0
590817802765885440,1,0
590826331631439872,0,0
590819886655496192,1,0
590807369854099457,0,0
590816153263546369,0,0
590809551903072256,0,0
590810684117647360,0,0
590821068413218816,2,2
590821714470248448,1,0
590813751122731008,0,0
590806925933162497,0,0
590808976834633728,3,0
590812130657628160,0,0
590815711980826624,4,2
590814944142225408,0,1
590810511282941952,0,0
590816150235308032,0,1
590813468573458432,1,0
590809661504409600,0,0
590825497476603905,1,0
590805371104669696,0,0
590815408195772417,0,0
590812005617000448,0,0
590896532041400320,1,0
590896255758393344,1,0
590854679439024129,2,8
590867485240463360,0,0
590827032830935040,2,0
590888362988412930,0,0
590827671795458048,0,0
590868256036155392,6,0
590904504423489536,0,0
590866534958034945,2,0
590898000832114688,2,2
590851805388636161,3,0
590891216721604608,0,1
590903330307764224,0,1
590890856774774785,0,1
590904217478557697,0,0
590898558099988480,0,0
590854827963502592,1,0
590867950783094786,0,0
590934518510452736,1,0
590868231109398528,3,1
590891183699795968,0,0
590905734990319616,0,1
590863214256205824,0,0
590897201741692929,0,0
590901697578434561,2,0
590874361365721088,1,1
590871679187968001,0,0
590871122914205696,0,1
591002368696692738,0,0
590892037915987968,1,0
590827740519084032,0,0
590884702333980672,0,0
590994704658997248,0,0
590905346580996096,0,0
590875089765326848,1,0
590969434241662976,3,5
590853800115703808,2,1
590978537030606848,2,0
590888765364817920,0,1
590998975043375107,1,0
590894053308366848,0,0
590849111752048640,0,0
591032522441564160,0,0
590844067464015872,6,5
590991479256023040,4,1
590837540468457472,1,0
590936073561186304,3,1
590874320269877248,0,0
590860967669555200,0,1
590893752903979008,2,0
590902091226415105,1,0
590849928844435456,0,0
590867798362087426,0,0
590855188161949696,1,0
590876547655069696,0,0
590998328059375616,0,0
590896146865922048,1,0
590850276011204608,3,1
591021693482770434,0,0
590976032053841920,6,0
590826942015926273,3,1
590827809960042496,2,2
590848803982471168,0,0
590857636263895041,0,0
590921966820970496,1,2
590827100216627200,6,9
590896526668537857,0,0
590865286846373889,1,0
590906625508188160,1,0
590867906768068610,0,0
590983292658253824,0,1
590868239405740032,1,0
590898759741140993,0,0
591016074591784960,2,2
590877498516312064,0,0
590873551068069890,1,0
590865180948594689,0,0
590849343432851457,0,0
590976554315939840,1,0
590894606532771840,2,2
590887866521161728,2,0
590910451430662144,0,0
590904214668337152,5,0
590887147202342912,0,0
590866130937458688,1,0
590868027379490816,1,0
591017286846308353,0,1
590850156804833281,3,0
590888080812417024,1,0
590892938638557184,2,0
590978323133681667,0,0
590949796296400896,0,1
590884228910440448,0,0
590873681825501184,1,1
591166091889680384,0,0
591170645213503489,2,2
591165880240832512,3,2
591156036331012096,0,1
591172264516853760,1,1
591147945090805760,0,0
591168553694400512,0,1
591164925902458880,1,2
591152371599835136,1,2
591172648618590210,0,0
591145379254706177,0,0
591166370198466560,1,0
591167550987329537,0,0
591168296558452736,1,4
591166181857488896,2,1
591144069742616577,0,1
591146757154799616,0,0
591166763695546368,2,5
591168075984203776,2,1
591148744273428480,3,4
591147575828488193,4,0
591146711009099776,6,6
591135799795699712,0,0
591172229951524864,0,0
591142680161312769,2,0
591166945220759552,0,0
591173858947903488,0,0
591166541162532864,3,4
591157434233815040,0,0
591147253575897088,0,0
591165208539828224,2,0
591145339719180289,1,1
591155230819123201,2,0
591171338527715328,1,0
591156962215211008,0,0
591173893383151617,0,0
591142858092060672,1,2
591166664621871104,0,2
591152178573770752,10,4
591173457586610177,0,1
591155120022388736,0,1
591155344723804160,0,0
591148042243461121,0,1
591173697995730944,1,0
591167474340593664,0,0
591169193543884800,2,1
591144857151926272,0,1
591143714153746432,1,5
591165704524668928,0,3
591162071263354880,0,0
591165301724700673,0,0
591165207692582912,1,0
591168734728998912,3,0
591144666734731264,4,1
591062294122991616,1,2
591166535630192641,1,0
591171163398742016,5,0
591139608198520832,4,0
591166864442654720,0,0
591155571820273664,0,1
591167565872902144,2,2
591153994862567424,4,0
591171298727985152,1,0
591128727544799233,2,0
591167540807741440,1,0
591143137076187136,0,0
591144961120305152,0,1
591144102785331200,1,1
591146574086017024,3,0
591170583599124481,7,4
591172119251288064,0,1
591173730547687426,0,0
591145395071385600,2,0
591147075959660545,3,1
591173630756835329,2,3
591141695863021568,0,0
591142598024257536,1,0
591167284745527296,0,0
591173017914466304,0,0
591165167045632000,0,0
591165589542014977,1,1
591146726796431360,5,8
591148670017478656,2,0
591155838926073856,1,0
591152171833503744,6,0
591128462498406400,0,0
591146609162985472,2,1
591165421262364672,0,0
591143544649359360,1,2
591172930928775168,5,0
591038526914842624,0,0
591156857042898944,2,0
591170978203435008,3,1
591147676261081088,4,0
591146790507962368,2,2
591170004063756290,0,1
591167734089584641,1,0
591169891333443584,6,3
591146088050069504,0,0
591184338848505858,0,1
591182715367596033,0,0
591178709371084800,0,0
591185214602379264,1,0
591180375646457856,0,0
591183872441901056,3,1
591176100874686464,0,0
591185207413383169,3,2
591203775442001920,0,1
591182618546348032,3,1
591181830986039296,1,2
591184472814551040,1,0
591175554784698368,0,0
591177290253529088,0,0
591180912244719616,2,0
591174053286834177,0,0
591178812186066944,2,0
591182749530206209,0,0
591180660666195968,2,2
591174323941015552,0,0
591186609736933378,0,2
591207170462654465,1,0
591173981492895745,0,0
591173950148894722,0,0
591174853631352832,0,0
591183073691230208,0,1
591179595166175232,0,1
591174044092870656,0,0
591179636618461184,0,2
591175514443886592,1,0
591181767433912322,2,0
591176731974828032,0,0
591187261057826816,1,0
591183649564979200,0,3
591183687628300289,0,0
591185357099687936,1,0
591177937615003648,0,2
591184448705712129,0,2
591184695938908160,0,0
591174251782242304,0,0
591177768492228610,4,2
591174913161068544,0,0
591179083788214272,2,0
591176254927282176,0,0
591178709404639233,0,0
591185054308691968,0,0
591177348277542912,0,2
591177500132278272,2,3
591184389205295104,1,0
591175534169686016,1,0
591175186835230720,1,0
591180691158753280,2,0
591179815320956928,0,0
591179444473171968,0,2
591189638909403137,0,0
591173947938492416,0,0
591183136547069953,1,0
591174115219922944,0,1
591181603134709760,6,2
591178475463114752,0,0
591177386600837120,1,1
591175691166752768,2,4
591185500679106560,1,0
591185154305044480,0,0
591177210171654146,0,1
591180875532005376,3,3
591196421526781952,0,0
591184695276240896,0,2
591174413623676928,0,0
591180922755670016,2,0
591183841005568000,0,1
591182904480370688,0,0
591178940015837184,2,1
591187005427560448,1,0
591174679739641856,0,1
591177109894258688,0,0
591197485332361217,3,0
591180184931463168,1,0
591180051888078849,1,2
591178460741165056,1,0
591173908839145472,0,0
591186957591568385,1,0
591183579100614656,1,1
591185545222578176,1,1
591177595368173568,0,0
591175604889907200,3,0
591181512441225216,0,0
591184937862172672,3,0
591184370196709376,1,0
591185396098322432,3,2
591182118086168577,1,3
591178715851292672,0,0
591175346088706048,0,2
591179498395140097,0,0
591175344872411137,1,0
591174458259460096,2,0
591187344235036672,3,0
591344519855083521,5,3
591506280566493184,0,0
591241585930674176,4,0
591505812532527104,0,0
591278515540090880,1,0
591391391877636097,1,0
591211418093019136,0,0
591507827513958401,1,0
591506266385584128,0,1
591255239229079552,0,0
591266116724482049,2,1
591509045250392064,0,1
591269048001888256,2,0
591344294893637633,6,1
591275242171068416,2,0
591274623381155841,4,0
591507289154064384,1,0
591506424557015041,1,1
591246843956322305,1,1
591249214098841600,1,0
591217116256276480,4,0
591508126697848832,1,2
591260545191280640,1,0
591373629075644416,0,0
591249601576964096,1,0
591239512728145920,0,0
591506987164151811,1,1
591505970024448003,1,1
591505246305718273,0,0
591504638760726528,39,21
591345156827312128,7,3
591255135906615296,0,1
591267682495942657,0,0
591240456845025280,0,0
591509038677897216,0,1
591363038093123584,2,1
591242531230343168,2,0
591301257731694593,1,1
591507903451795456,0,0
591215301104111616,0,1
591272058560077824,3,1
591234252366315520,1,0
591260143553159169,0,0
591506702173806593,1,0
591508741654073344,1,0
591509317364264960,0,0
591357928717873153,4,3
591266626047180801,2,1
591344799388667904,4,3
591509554866688001,1,2
591237788122624000,0,1
591507038150135808,1,2
591251155344326656,1,0
591225239083810819,5,0
591344584464195585,5,4
591506837448462337,1,2
591255374805729280,1,0
591506288426684418,1,1
591252729982537728,0,0
591410294175322113,2,1
591238119921451008,0,0
591507272838189056,0,0
591335731982917632,2,1
591265815732875264,8,2
591268427962122240,0,0
591257394526736385,3,1
591232291604733953,0,1
591232424291491840,1,2
591507754537226241,0,0
591222059985932288,3,5
591508134243368960,1,2
591207723867443201,4,0
591411041994608640,0,0
591223764601417730,1,1
591383136933715968,4,0
591288767228616705,1,0
591227109659385857,0,3
591255806097682433,1,0
591268925675036672,3,0
591508587756654593,1,0
591211216091086848,1,0
591508203277389826,1,0
591292554425020416,0,0
591250115341357056,0,0
591380026081353729,4,0
591266798214995969,2,6
591482446639595520,0,0
591344513949523968,5,2
591509563662172160,1,1
591344580022272001,6,3
591252341015318529,1,2
591265456876564480,4,1
591212065303441408,1,0
591344512250880002,5,2
591251237007396864,1,1
591210705329774593,1,0
591344517154021380,6,3
591523287278231552,0,0
591520686369329152,0,0
591532170457587712,2,0
591512214491832320,0,0
591530300699779072,0,1
591529618269679616,1,3
591515007973781504,1,0
591531724540084224,4,4
591519095172034560,1,0
591513964065923072,1,0
591529111610351616,1,0
591518647283245056,5,2
591519437217538048,1,0
591532078182825984,1,1
591530356752437248,5,2
591531250877345792,4,0
591529199988539392,0,0
591515318700404736,3,2
591512408646004736,1,0
591519329876869120,0,0
591516085448531969,0,1
591512820614725632,12,1
591517933739847680,0,0
591529701119827968,0,0
591511987374268416,1,1
591509739650961408,0,0
591514433530306560,6,3
591513992486584320,2,2
591520430869110784,0,0
591531569162100736,0,2
591514411921211392,3,0
591530339971026944,1,2
591518114363375616,1,0
591529058112012289,2,1
591510843545690112,0,1
591512622119448576,0,0
591510574166474753,2,2
591530045006569472,6,5
591531617967087617,0,0
591517266036072448,3,0
591528213215629312,0,3
591516262439776256,2,0
591513430370095105,0,0
591514563771834369,1,3
591512236520144896,0,0
591517081092411392,0,1
591510142232834048,0,0
591530644271947776,0,0
591516359554637824,1,2
591529065057820673,0,0
591529987825651712,0,0
591510178438057986,0,0
591512681355476992,1,0
591515837669974016,0,0
591513172374196224,0,0
591529275003645952,0,0
591519972788142080,1,0
591518167530344448,0,0
591529125053104128,2,1
591528500345106432,0,0
591529194875654144,0,0
591510015648735233,1,0
591515759001604096,6,1
591531005976121345,4,2
591518227987095552,0,0
591511816875823104,2,0
591509767002066947,0,1
591510740852350977,0,0
591517553752723457,4,3
591517992762105856,3,0
591530085057986560,0,0
591529146037227520,3,0
591531184464781312,1,0
591514080910843905,1,0
591520235573870593,1,0
591512054504099840,0,2
591519746572550145,2,0
591509954521010177,2,3
591516143891968000,1,0
591532008314118144,1,1
591515157609713665,0,1
591510858431275008,0,2
591512820543574016,0,0
591517815749902336,0,0
591519040436338688,5,4
591526499808845824,1,0
591529051233382401,1,0
591530085380939777,0,0
591510321484931072,1,1
591518147821363200,2,0
591516397177548800,0,0
591515517950816256,4,0
591529388463783936,1,0
591516852104339456,0,0
591511901730897920,0,0
591517205390581760,0,0
591511310971441152,0,0
591519220787216384,0,0
591548150952943616,0,0
591536678642253824,1,0
